id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
234,4.307923921049272E17,0.45,0.85,0.15,6.1,0.06,0.25,0.04397528476712749,0.21987642383563744
235,4.307923921049272E17,0.45,0.85,0.2,3.1,0.065,0.25,0.04363927909838202,0.2181963954919101
236,4.307923921049272E17,0.45,0.85,0.2,3.1,0.06,0.25,0.0436610140808515,0.21830507040425748
237,4.307923921049272E17,0.45,0.85,0.3,3.1,0.07,0.25,0.04450772990056011,0.22253864950280056
238,4.307923921049272E17,0.45,0.85,0.2,4.4,0.06,0.25,0.04397385861034986,0.2198692930517493
239,4.307923921049272E17,0.45,0.85,0.15,3.1,0.015,0.25,0.04795065994006878,0.2397532997003439
240,4.307923921049272E17,0.45,0.85,0.15,4.4,0.075,0.25,0.04365566983670326,0.21827834918351632
241,4.307923921049272E17,0.45,0.85,0.3,6.4,0.065,0.25,0.04428650704159431,0.22143253520797154
242,4.307923921049272E17,0.3,0.85,0.15,3.1,0.07,0.25,0.06399680606449537,0.31998403032247685
243,4.307923921049272E17,0.45,0.85,0.15,5.3,0.06,0.25,0.04397528476712749,0.21987642383563744
244,4.307923921049272E17,0.45,0.85,0.15,5.3,0.075,0.25,0.04397528476712749,0.21987642383563744
245,4.307923921049272E17,0.45,0.85,0.15,3.1,0.035,0.25,0.04347152380118152,0.2173576190059076
246,4.307923921049272E17,0.45,0.85,0.15,6.4,0.035,0.25,0.04345621047567022,0.2172810523783511
247,4.307923921049272E17,0.45,0.85,0.4,3.1,0.065,0.25,0.04562578290276238,0.2281289145138119
248,4.307923921049272E17,0.5,0.85,0.15,3.1,0.09,0.25,0.06995424180101732,0.3497712090050866
249,4.307923921049272E17,0.45,0.85,0.15,9.0,0.07,0.25,0.047673695506212754,0.23836847753106377
250,4.307923921049272E17,0.45,0.75,0.15,6.4,0.065,0.25,0.14064386315453917,0.7032193157726958
251,4.307923921049272E17,0.45,0.85,0.35,6.4,0.075,0.25,0.04468859783997618,0.22344298919988093
