id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
170,1.276821374153433E18,0.4,0.8,0.2,3.3,0.095,0.15,0.08510612297335565,0.42553061486677823
171,1.276821374153433E18,0.4,0.85,0.2,9.9,0.08,0.15,0.04475147455655533,0.22375737278277663
172,1.276821374153433E18,0.3,0.8,0.2,3.3,0.085,0.15,0.0943546567751172,0.47177328387558604
173,1.276821374153433E18,0.5,0.85,0.2,3.4,0.095,0.15,0.07181576665710647,0.35907883328553236
174,1.276821374153433E18,0.5,0.85,0.2,3.4,0.085,0.15,0.07181576665710647,0.35907883328553236
175,1.276821374153433E18,0.5,0.85,0.2,3.4,0.09,0.15,0.07181576665710647,0.35907883328553236
176,1.276821374153433E18,0.4,0.75,0.2,3.3,0.095,0.15,0.1396148468968641,0.6980742344843205
177,1.276821374153433E18,0.4,0.85,0.2,3.4,0.03,0.15,0.04389129665840748,0.21945648329203737
178,1.276821374153433E18,0.4,0.85,0.2,3.3,0.085,0.2,0.04433243074718046,0.2216621537359023
179,1.276821374153433E18,0.4,0.85,0.2,5.3,0.085,0.15,0.044130375361738784,0.22065187680869391
180,1.276821374153433E18,0.4,0.85,0.5,3.4,0.095,0.15,0.05031647480323251,0.25158237401616257
181,1.276821374153433E18,0.25,0.85,0.2,3.4,0.095,0.15,0.06506487624735255,0.32532438123676277
182,1.276821374153433E18,0.4,0.85,0.2,3.3,0.07,0.15,0.04384101894775744,0.2192050947387872
183,1.276821374153433E18,0.4,0.85,0.2,4.2,0.06,0.15,0.044130375361738784,0.22065187680869391
184,1.276821374153433E18,0.4,0.75,0.2,3.3,0.09,0.15,0.1396148468968641,0.6980742344843205
185,1.276821374153433E18,0.5,0.85,0.2,3.3,0.06,0.15,0.07181576665710647,0.35907883328553236
186,1.276821374153433E18,0.5,0.85,0.2,3.3,0.085,0.15,0.07181576665710647,0.35907883328553236
187,1.276821374153433E18,0.4,0.85,0.2,8.9,0.06,0.15,0.04442883529213885,0.22214417646069423
188,1.276821374153433E18,0.4,0.85,0.2,3.3,0.06,0.2,0.04433243074718046,0.2216621537359023
189,1.276821374153433E18,0.45,0.85,0.2,3.3,0.095,0.15,0.04676401805874984,0.23382009029374923
190,1.276821374153433E18,0.4,0.85,0.2,3.4,0.09,0.4,0.07456806150310351,0.37284030751551756
191,1.276821374153433E18,0.4,0.85,0.35,3.3,0.095,0.15,0.04557627101567947,0.22788135507839735
192,1.276821374153433E18,0.4,0.85,0.2,3.3,0.08,0.35,0.0644166931618951,0.32208346580947556
193,1.276821374153433E18,0.4,0.85,0.15,3.3,0.095,0.15,0.04400960641177331,0.22004803205886656
194,1.276821374153433E18,0.4,0.85,0.1,3.4,0.06,0.15,0.04455245766454489,0.22276228832272443
195,1.276821374153433E18,0.4,0.85,0.2,3.3,0.09,0.45,0.08539251843516803,0.42696259217584015
196,1.276821374153433E18,0.4,0.85,0.2,3.3,0.035,0.15,0.043852566504423436,0.21926283252211717
197,1.276821374153433E18,0.4,0.85,0.5,3.3,0.06,0.15,0.05031647480323251,0.25158237401616257
198,1.276821374153433E18,0.65,0.85,0.2,3.4,0.085,0.15,0.07503768640977959,0.37518843204889796
199,1.276821374153433E18,0.65,0.85,0.2,3.3,0.095,0.15,0.07503768640977959,0.37518843204889796
200,1.276821374153433E18,0.65,0.85,0.2,3.3,0.09,0.15,0.07503768640977959,0.37518843204889796
201,1.276821374153433E18,0.65,0.85,0.2,3.4,0.09,0.15,0.07503768640977959,0.37518843204889796
202,1.276821374153433E18,0.25,0.85,0.2,3.3,0.09,0.15,0.06506487624735255,0.32532438123676277
203,1.276821374153433E18,0.4,0.85,0.2,4.3,0.09,0.15,0.044130375361738784,0.22065187680869391
204,1.276821374153433E18,0.4,0.85,0.2,3.3,0.015,0.15,0.0441069160782203,0.22053458039110152
205,1.276821374153433E18,0.4,0.85,0.2,8.9,0.09,0.15,0.04442883529213885,0.22214417646069423
206,1.276821374153433E18,0.4,0.85,0.2,3.1,0.085,0.15,0.04384101894775744,0.2192050947387872
207,1.276821374153433E18,0.4,0.85,0.2,2.3,0.06,0.15,0.04384101894775744,0.2192050947387872
208,1.276821374153433E18,0.4,0.85,0.2,2.3,0.085,0.15,0.04384101894775744,0.2192050947387872
209,1.276821374153433E18,0.4,0.85,0.2,8.4,0.09,0.15,0.04442883529213885,0.22214417646069423
210,1.276821374153433E18,0.4,0.85,0.2,8.4,0.085,0.15,0.04442883529213885,0.22214417646069423
211,1.276821374153433E18,0.4,0.85,0.2,8.4,0.06,0.15,0.04442883529213885,0.22214417646069423
212,1.276821374153433E18,0.4,0.75,0.2,3.3,0.06,0.15,0.1396148468968641,0.6980742344843205
213,1.276821374153433E18,0.4,0.85,0.35,3.4,0.06,0.15,0.04557627101567947,0.22788135507839735
214,1.276821374153433E18,0.4,0.85,0.2,3.6,0.08,0.15,0.04384101894775744,0.2192050947387872
215,1.276821374153433E18,0.4,0.85,0.35,3.3,0.085,0.15,0.04557627101567947,0.22788135507839735
216,1.276821374153433E18,0.4,0.85,0.35,3.3,0.09,0.15,0.04557627101567947,0.22788135507839735
217,1.276821374153433E18,0.4,0.85,0.2,3.3,0.075,0.15,0.04384101894775744,0.2192050947387872
218,1.276821374153433E18,0.4,0.85,0.5,3.4,0.06,0.15,0.05031647480323251,0.25158237401616257
219,1.276821374153433E18,0.4,0.85,0.2,3.3,0.02,0.15,0.043994947888831556,0.2199747394441578
220,1.276821374153433E18,0.4,0.85,0.4,3.3,0.06,0.15,0.04685560818850031,0.23427804094250157
221,1.276821374153433E18,0.4,0.85,0.4,3.3,0.015,0.15,0.046980002444647194,0.23490001222323598
222,1.276821374153433E18,0.4,0.85,0.3,3.4,0.06,0.15,0.04463418481349645,0.22317092406748226
