id,seed,daily_ch4_base,ch4_straw_multiplier,leftover_straw_decrease_coefficient,labor_land_prep_hours_manual,labor_pest_management_hours,labor_sowing_manual_hours,labor_fertilizer_manual_hours,labor_spray_manual_hours,daily_labor_water_awd,daily_labor_water_cf,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
444,6.937931311661824E17,3.1,1.2,0.97,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,15.849662951758075,0.06558919022154157,0.12243981392071482,16.037691955900332
445,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
446,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
447,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,11.5,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11543673968211868,0.4065839593413131,0.40325843184278526,0.9252791308662169
448,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.2,1.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
449,6.937931311661824E17,3.1,0.75,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.23230486305027745,0.06558919022154157,0.12243981392071482,0.42033386719253385
450,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
451,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.73,1.1,0.10743842850858494,0.06558919022154157,0.27092395504670697,0.4439515737768335
452,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,15.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
453,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,0.2,0.15,1.55,6.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.06558919022154157,1.1814784020264668,1.362504331930127
454,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,5.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.1578510949834483,0.20750230838948683,0.48079014305505374
455,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.3,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
456,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,19.0,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.11380347593582729,0.1240662424938085,0.3453081469382207
457,6.937931311661824E17,3.0,1.2,0.89,20.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.08344633307868443,0.11962759508288008,0.3105123566701494
458,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.2,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.5499862066038543,0.8022983558532828,1.4597229909657221
459,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,0.3,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.06558919022154157,1.1296226587296656,1.310648588633326
460,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,0.3,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,1.1296226587296656,1.3026502774597921
461,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,4.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.1057062218826908,0.11704434102724315,0.3301889914185189
462,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,2.0,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.10179950768186054,0.11908658771726724,0.3283245239077127
463,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.95,1.1,0.10743842850858494,0.06558919022154157,0.2969952126205545,0.470022831350681
464,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,23.0,0.005,1.15,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
465,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,12.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.09058919022154158,0.11963119720378884,0.3176588159339154
466,6.937931311661824E17,3.0,1.2,0.89,15.0,24.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.10130347593582728,0.1208535808899887,0.3295954853344009
467,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,12.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.09058919022154158,0.11963119720378884,0.3176588159339154
468,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.9,1.1,0.10743842850858494,0.06558919022154157,0.1964939658784482,0.3695215846085747
469,6.937931311661824E17,3.0,1.2,0.91,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.5281514779602777,0.06558919022154157,0.12243981392071482,0.716180482102534
470,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.6,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
471,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.1,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.22409334946099457,0.407625326267232,0.7391571042368115
472,6.937931311661824E17,2.2,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.1852292314617178,0.06558919022154157,0.12243981392071482,0.3732582356039742
473,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
474,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,11.0,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.08523204736439871,0.11956731731348813,0.31223779318647177
475,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
476,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.2,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
477,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,2.2,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
478,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
479,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,15.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.10130347593582728,0.1208535808899887,0.3295954853344009
480,6.937931311661824E17,3.1,1.2,0.89,33.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.12987490450725606,0.13079182827345975,0.3761034724628345
481,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
482,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
483,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
484,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,1.25,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
485,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
486,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,8.0,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.0745177616501132,0.1205370820104574,0.30249327216915556
487,6.937931311661824E17,3.0,1.2,0.89,38.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.1477320473643989,0.141201341162084,0.39637181703506785
488,6.937931311661824E17,3.0,1.2,0.89,38.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.1477320473643989,0.141201341162084,0.39637181703506785
489,6.937931311661824E17,3.0,1.2,0.94,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,3.1084693233656244,0.06558919022154157,0.12243981392071482,3.296498327507881
490,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.8,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
491,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.05,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
492,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.5,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
493,6.937931311661824E17,3.0,1.2,0.97,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,15.831622910634671,0.06558919022154157,0.12243981392071482,16.019651914776926
494,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
495,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.03,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
496,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.03,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
497,6.937931311661824E17,2.7,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11120454000731636,0.06558919022154157,0.12243981392071482,0.2992335441495727
498,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,17.0,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.10666061879297015,0.12200111765302246,0.33610016495457756
499,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.025,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
500,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,8.5,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.28623286435786394,0.2635571828122708,0.6572284756787197
501,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.65,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
502,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.1,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.21994606213102663,0.39297368086115314
503,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.6,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
504,6.937931311661824E17,5.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.49256500945947695,0.06558919022154157,0.12243981392071482,0.6805940136017333
505,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,1.5,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
506,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
507,6.937931311661824E17,2.4,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.14982271683242093,0.06558919022154157,0.12243981392071482,0.3378517209746773
508,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,0.7,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.3689346193022657,0.5815499641297649,1.0579230119406156
509,6.937931311661824E17,3.0,1.2,0.89,15.0,31.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.12630347593582728,0.129063193153169,0.3628050975975812
510,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.65,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
511,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,0.9,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
512,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,1.25,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
513,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.035,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
514,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.035,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
515,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,12.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
516,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,2.0,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.10179950768186054,0.11908658771726724,0.3283245239077127
517,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,10.0,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.29624395212630805,0.4281122672498973,0.8317946478847903
518,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,8.0,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.23473601561837054,0.3262236664317069,0.6683981105586624
519,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.6,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
520,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.7,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
521,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.75,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
522,6.937931311661824E17,3.0,1.2,0.89,32.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.12630347593582728,0.129063193153169,0.3628050975975812
523,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,10.0,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.29624395212630805,0.4281122672498973,0.8317946478847903
524,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.3,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.5137758891435354,0.7579894358500423,1.3792037535021628
525,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,12.0,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.08880347593582728,0.11956911929546696,0.3158110237398792
526,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,1.8,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.36150111567136534,0.5345287344014918
527,6.937931311661824E17,3.0,1.2,0.87,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.3049486629924773,0.06558919022154157,0.12243981392071482,0.4929776671347337
528,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,11.0,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.32699792038027686,0.4800327017128636,0.9144690506017255
529,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,11.0,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.32699792038027686,0.4800327017128636,0.9144690506017255
530,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,0.9,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.8192286376890593,0.9922562564191858
531,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,0.9,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.8192286376890593,0.9922562564191858
532,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.015,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
533,6.937931311661824E17,3.0,1.2,0.89,17.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.07273204736439871,0.12083931751520044,0.3010097933881841
534,6.937931311661824E17,3.0,1.2,0.89,17.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.07273204736439871,0.12083931751520044,0.3010097933881841
535,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.45,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
536,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.45,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
537,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
538,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.2,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
539,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.3,0.15,1.55,6.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.14381926727968203,0.31684688600980854
540,6.937931311661824E17,3.0,1.2,0.94,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,3.1084693233656244,0.06558919022154157,0.12243981392071482,3.296498327507881
541,6.937931311661824E17,3.0,1.2,0.92,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,1.0322159336580812,0.06558919022154157,0.12243981392071482,1.2202449378003375
542,6.937931311661824E17,3.0,1.2,0.92,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,1.0322159336580812,0.06558919022154157,0.12243981392071482,1.2202449378003375
543,6.937931311661824E17,3.0,1.2,0.92,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,1.0322159336580812,0.06558919022154157,0.12243981392071482,1.2202449378003375
544,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,5.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.1424741108564636,0.18640106207008608,0.43631360143513465
545,6.937931311661824E17,3.0,1.2,0.89,15.0,32.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.12987490450725606,0.13079182827345975,0.36810516128930076
546,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,5.0,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.1424741108564636,0.18640106207008608,0.43631360143513465
547,6.937931311661824E17,3.0,0.8,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2231652293470986,0.06558919022154157,0.12243981392071482,0.411194233489355
548,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.2965139843816335,0.4941064409187438,0.8980588538089622
549,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.2965139843816335,0.4941064409187438,0.8980588538089622
550,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.2965139843816335,0.4941064409187438,0.8980588538089622
551,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,0.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.2965139843816335,0.4941064409187438,0.8980588538089622
552,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.01,1.55,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
553,6.937931311661824E17,3.0,0.55,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.3136864615745887,0.06558919022154157,0.12243981392071482,0.5017154657168451
554,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.65,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
555,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,0.6,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
556,6.937931311661824E17,2.4,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.14982271683242093,0.06558919022154157,0.12243981392071482,0.3378517209746773
557,6.937931311661824E17,2.4,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.14982271683242093,0.06558919022154157,0.12243981392071482,0.3378517209746773
