id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,max_water_capacity,lateral_leakage_coefficient,water_excess_coefficient,error_yield,error_pesticide,error_fertilizer,error_water,fitness
75,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.51,0.04811333364442278,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5437727004752899
76,5.634146725104134E18,0.69,0.6,0.08,0.004,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.1100481442396034,0.14869756702096634,0.1972895903024307,0.0792095826297423,0.9754374611511563
77,5.634146725104134E18,0.68,0.4,0.08,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.33,0.0669685929298836,0.06496049468382525,0.1972895903024307,0.0792095826297423,0.6763026322654162
78,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,20.6,3.4,83.0,0.006,0.33,0.05353138447244135,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5934984747983003
79,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.32,20.6,3.4,83.0,0.006,0.33,0.048142785914676814,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5665554820094777
80,5.634146725104134E18,0.69,0.6,0.04,0.011,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.05203301142980157,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5860066095851015
81,5.634146725104134E18,0.69,0.4,0.08,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.51,0.055874245749847465,0.06496049468382525,0.1972895903024307,0.05657406244682461,0.5981953761823179
82,5.634146725104134E18,0.69,0.4,0.08,0.011,10.3,0.32,21.5,4.8,80.0,0.006,0.33,0.07373601328602149,0.06496049468382525,0.1972895903024307,0.06835854899542107,0.6992887004117845
83,5.634146725104134E18,0.68,0.4,0.08,0.011,10.3,0.12,20.6,3.4,83.0,0.006,0.33,0.06924473036530454,0.06496049468382525,0.1972895903024307,0.0792095826297423,0.6876833194425209
84,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.32,20.6,3.4,83.0,0.006,0.33,0.05164134732672949,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5840482890697412
85,5.634146725104134E18,0.68,0.6,0.04,0.011,10.3,0.32,20.6,3.4,83.0,0.006,0.33,0.05082201757456365,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5799516403089119
86,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.006,0.33,0.046801797045351964,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.5489995040285323
87,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.51,0.045262618195773895,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5295191232320454
88,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.006,0.33,0.05908335134460596,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.6104072755248022
89,5.634146725104134E18,0.68,0.6,0.04,0.006,18.9,0.32,20.6,3.4,83.0,0.006,0.33,0.05353138447244135,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5934984747983003
90,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,4.8,106.0,0.006,0.33,0.055053699141745314,0.04934237950392062,0.1972895903024307,0.13849215153061162,0.6603926170456895
91,5.634146725104134E18,0.68,0.6,0.04,0.014,12.4,0.32,20.6,3.4,83.0,0.006,0.33,0.04943294946144374,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5730062997433123
92,5.634146725104134E18,0.69,0.7,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.33,0.055038415351482,0.08221528636796611,0.1972895903024307,0.0792095826297423,0.6339065360575491
93,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.32,20.6,3.4,83.0,0.006,0.51,0.04876157347812831,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5470138996438174
